loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
45,11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.125543472,3.133E-06,-3.133E-06,169.752585,0.000613,-0.000613,0.597,0.235,-0.367,3.1744,0.0362,-0.0362,1487.3,13.3,-13.3,0.036796,0.00263,-0.001282,0.67162,0.43306,-0.44111,LS+MCMC,4.43,1.44,-0.51,0.0529,,,85.95,,,1243,,,565.35,542.47,-188.14,8.45,2.7,-2.7,128.6,1,323,1,q1_q17_dr25_tce,6174,173,-239,4.417,0.056,-0.21,1.103,0.358,-0.128,1.162,0.158,-0.158,291.93616,49.253979,15.506
46,11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.816504904,1.65E-07,-1.65E-07,170.9676846,4.66E-05,-4.66E-05,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,16814,11,-11,0.117059,0.001834,-0.000297,2.09079,0.12997,-0.41666,LS+MCMC,12.21,1.62,-0.87,0.0383,,,89.37,,,1219,,,521.13,184.34,-97.95,9.571,0.595,-0.595,1406.8,1,474,1,q1_q17_dr25_tce,5532,74,-83,4.452,0.063,-0.108,0.955,0.127,-0.068,0.941,0.053,-0.047,297.01547,49.225288,15.052
47,11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,33.93373447,6.154E-05,-6.154E-05,186.67608,0.00137,-0.00137,0.812,0.006,-0.009,14.561,0.104,-0.104,8503.7,44.3,-44.3,0.095386,0.000555,-0.000616,0.0371,0.00146,-0.00227,LS+MCMC,7.34,0.9,-0.6,0.1881,,,86.45,,,430,,,8.11,3.25,-2.06,13.12,0.516,-0.516,236.1,1,31,1,q1_q17_dr25_tce,5040,136,-151,4.628,0.03,-0.07,0.705,0.086,-0.058,0.782,0.063,-0.087,284.17233,49.360722,15.716
48,12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.689920099,8.982E-06,-8.982E-06,170.36571,0.00191,-0.00191,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,426.7,13.8,-13.8,0.018878,0.000671,-0.00037,1.70798,0.18477,-0.55842,LS+MCMC,1.89,0.54,-0.2,0.0469,,,89.19,,,1147,,,408.99,342.24,-123.32,10.71,1.2,-1.2,35.6,1,360,1,q1_q17_dr25_tce,5880,157,-192,4.518,0.046,-0.196,0.917,0.262,-0.098,1.01,0.116,-0.139,291.62241,50.61824,15.242
49,12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.431238488,6.106E-06,-6.106E-06,171.015,0.00111,-0.00111,0.405,0.041,-0.405,3.15,0.0423,-0.0423,1010.9,15.2,-15.2,0.02933,0.000228,-0.000889,1.01996,0.37117,-0.07443,LS+MCMC,3.25,0.47,-0.25,0.0529,,,87.72,,,1104,,,351.23,135.26,-68.33,10.19,3.7,-3.7,71.1,3,302,1,q1_q17_dr25_tce,5714,77,-77,4.428,0.063,-0.117,1.015,0.148,-0.079,1.007,0.056,-0.062,295.81616,51.121738,15.367
50,12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1,0,0,0,0,11.37936986,2.415E-05,-2.415E-05,133.84992,0.00183,-0.00183,0.911,0.009,-0.656,2.6255,0.073,-0.073,1023.5,29.7,-29.7,0.035628,0.000101,-0.006092,0.63438,6.6161,-0.08378,LS+MCMC,3.95,0.57,-0.31,0.0993,,,86.8,,,806,,,99.68,38.38,-19.39,16.31,8.1,-8.1,37.9,3,109,2,q1_q17_dr25_tce,5714,77,-77,4.428,0.063,-0.117,1.015,0.148,-0.079,1.007,0.056,-0.062,295.81616,51.121738,15.367
51,12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.39432897,5.724E-05,-5.724E-05,176.05459,0.00176,-0.00176,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.9,36.3,-36.3,0.03681,0.004201,-0.0019,2.93923,2.55609,-0.1069,LS+MCMC,3.07,0.41,-0.22,0.1635,,,89.28,,,489,,,13.49,6.07,-3.21,47.7,20.7,-20.7,48.2,1,51,1,q1_q17_dr25_tce,5129,154,-154,4.595,0.03,-0.084,0.763,0.103,-0.055,0.846,0.064,-0.088,289.39972,51.25032,15.234
52,8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.57078281,1.585E-05,-1.585E-05,136.279194,0.000957,-0.000957,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,511.7,6.3,-6.3,0.023908,0.000413,-0.002627,0.49865,2.55354,-0.08697,LS+MCMC,2.64,0.4,-0.27,0.1096,,,87.07,,,785,,,89.61,38.12,-22.92,16.93,7.9,-7.9,88.4,4,101,1,q1_q17_dr25_tce,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882
53,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.12594387,1.406E-05,-1.406E-05,139.00492,0.00159,-0.00159,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,192.4,4.4,-4.4,0.01512,0.000323,-0.002193,0.23879,1.86455,-0.04686,LS+MCMC,1.79,0.26,-0.23,0.0711,,,84.02,,,997,,,233.31,94.86,-70.6,8.62,4.2,-4.2,47.1,3,181,2,q1_q17_dr25_tce,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791
54,11656840,K00774.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,1,0,0,7.442652004,7.02E-07,-7.02E-07,169.9717797,7.32E-05,-7.32E-05,0.137,0.346,-0.224,2.3078,0.0129,-0.0129,24446,37.8,-37.8,0.143936,0.003526,-0.001373,7.48712,1.28308,-2.42034,LS+MCMC,15.03,4.73,-1.58,0.0742,,,89.72,,,967,,,206.78,195.52,-61.76,27.99,4.8,-4.8,835.6,1,180,1,q1_q17_dr25_tce,6108,183,-201,4.469,0.07,-0.21,0.956,0.301,-0.1,0.981,0.128,-0.128,288.98682,49.733742,15.27
55,11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1,0,0,0,0,16.38489988,5.219E-05,-5.219E-05,172.72782,0.00248,-0.00248,0.001,0.437,-0.001,3.0249,0.0798,-0.0798,1127.1,42,-42,0.029758,0.0013,-0.000626,5.4538,0.31953,-1.93391,LS+MCMC,2,0.09,-0.1,0.1084,,,90,,,433,,,8.35,1.49,-1.35,42.62,2.5,-2.5,28.9,3,65,2,q1_q17_dr25_tce,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,286.73804,49.97575,15.095
56,11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.8774163,1.493E-05,-1.493E-05,176.3759,0.00147,-0.00147,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1306.1,37.7,-37.7,0.03209,0.001268,-0.000623,8.09685,0.29419,-3.06106,LS+MCMC,2.16,0.09,-0.11,0.0665,,,89.92,,,553,,,22.18,3.97,-3.59,29.84,1.1,-1.1,38.7,3,135,1,q1_q17_dr25_tce,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,286.73804,49.97575,15.095
57,11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1,0,0,0,0,36.4454001,0.0001809,-0.0001809,151.60125,0.00392,-0.00392,0.028,0.437,-0.028,4.007,0.126,-0.126,1122.3,53.4,-53.4,0.029681,0.00141,-0.001094,5.21237,0.20808,-2.09092,LS+MCMC,1.99,0.09,-0.09,0.1847,,,89.98,,,332,,,2.88,0.51,-0.47,71.53,2.9,-2.9,21.7,3,27,3,q1_q17_dr25_tce,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,286.73804,49.97575,15.095
58,11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.728732147,9.36E-07,-9.36E-07,171.793255,0.000195,-0.000195,0.558,0.13,-0.149,2.683,0.035,-0.035,5226.5,18.5,-18.5,0.068178,0.002209,-0.001842,1.24118,0.40267,-0.40433,LS+MCMC,6.02,1.22,-0.52,0.0455,,,86.7,,,1023,,,258.34,162.58,-65.21,9.7,3.1,-3.1,345.2,1,357,1,q1_q17_dr25_tce,5497,166,-149,4.577,0.034,-0.136,0.809,0.164,-0.07,0.907,0.074,-0.102,290.78574,50.054119,15.523
59,11818800,K00777.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,40.4195037,0.0001139,-0.0001139,173.56469,0.00222,-0.00222,0.911,5.567,-0.118,3.362,0.14,-0.14,6256,230,-230,0.088069,5.461791,-0.013636,1.89549,5.83737,-1.19072,LS+MCMC,7.51,1.12,-0.91,0.2062,,,89.05,,,467,,,11.29,5.67,-3.57,54.7,24.1,-24.1,36.9,1,36,1,q1_q17_dr25_tce,5446,179,-163,4.507,0.116,-0.105,0.781,0.116,-0.095,0.714,0.104,-0.037,294.31686,50.080231,15.487
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.243380573,2.67E-06,-2.67E-06,170.679233,0.0009,-0.0009,0.915,0.009,-0.63,1.1196,0.0384,-0.0384,821.7,25.6,-25.6,0.032248,0.000463,-0.005356,1.50915,17.63096,-0.38164,LS+MCMC,1.99,0.1,-0.12,0.028,,,82.88,,,822,,,107.6,21.47,-20.32,7.38,3.6,-3.6,38.9,1,472,1,q1_q17_dr25_tce,4149,82,-91,4.698,0.024,-0.027,0.564,0.03,-0.033,0.578,0.027,-0.037,285.17621,50.149818,15.135
61,11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.405998015,2.515E-06,-2.515E-06,177.197466,0.00019,-0.00019,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,14489,22.4,-22.4,0.111248,0.000554,-0.000773,0.38489,0.02824,-0.02766,LS+MCMC,11.23,2.92,-1.95,0.0855,,,88.57,,,833,,,113.94,90.01,-45.01,13.012,0.955,-0.955,745.2,1,117,1,q1_q17_dr25_tce,5746,173,-173,4.393,0.18,-0.198,0.924,0.241,-0.16,0.77,0.118,-0.047,289.23553,50.241001,15.562
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.337437946,1.951E-06,-1.951E-06,171.761982,0.000659,-0.000659,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,971.2,13.7,-13.7,0.027998,0.00072,-0.000665,2.41093,0.35848,-0.6637,LS+MCMC,2.34,0.17,-0.09,0.0325,,,88.19,,,1070,,,311.16,69.46,-40.17,8.86,1.3,-1.3,82.4,2,578,1,q1_q17_dr25_tce,5005,79,-79,4.595,0.012,-0.064,0.765,0.055,-0.028,0.85,0.025,-0.054,293.83331,50.23035,15.334
63,11918099,K00780.02,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,7.2406612,1.617E-05,-1.617E-05,137.75545,0.002,-0.002,1.198,49.85,-0.258,0.558,0.171,-0.171,556.4,44.1,-44.1,0.232818,49.98311,-0.203605,8.66412,682.61011,-6.85891,LS+MCMC,19.45,1.4,-0.71,0.0692,,,87.62,,,734,,,68.63,15.32,-8.86,28.8,14.4,-14.4,13.7,2,168,2,q1_q17_dr25_tce,5005,79,-79,4.595,0.012,-0.064,0.765,0.055,-0.028,0.85,0.025,-0.054,293.83331,50.23035,15.334
64,9579641,K00115.03,,CANDIDATE,CANDIDATE,0.871,0,0,0,0,3.43591631,4.729E-05,-4.729E-05,132.6624,0.011,-0.011,0.624,0.037,-0.476,3.133,0.407,-0.407,23.2,3.4,-3.4,0.004612,0.000197,-0.000565,0.47024,1.06822,-0.44479,LS+MCMC,0.55,0.08,-0.07,0.0437,,,84.62,,,1272,,,617.61,251.11,-186.88,6.65,3,-3,8.7,3,357,3,q1_q17_dr25_tce,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.59822233,1.407E-05,-1.407E-05,180.395376,0.000923,-0.000923,0.679,0.187,-0.47,2.5237,0.052,-0.052,2804.5,46.3,-46.3,0.051287,0.005219,-0.003254,3.14915,3.9658,-0.02771,LS+MCMC,2.65,0.21,-0.29,0.0798,,,88.62,,,396,,,5.82,1.49,-1.63,28.2,11.8,-11.8,71,1,115,1,q1_q17_dr25_tce,3688,73,-91,4.79,0.05,-0.045,0.473,0.037,-0.051,0.503,0.035,-0.053,296.22195,50.28722,15.937
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.575315881,3.726E-06,-3.726E-06,173.634044,0.000455,-0.000455,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2793.3,14.9,-14.9,0.049152,0.001988,-0.000599,0.64392,0.16753,-0.07305,LS+MCMC,5.31,1.5,-0.81,0.067,,,88.03,,,1015,,,251.38,209.1,-91.63,11.37,3,-3,221.1,1,205,1,q1_q17_dr25_tce,5992,162,-180,4.415,0.105,-0.195,0.989,0.28,-0.151,0.927,0.129,-0.097,290.09805,50.321609,15.312
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.275040844,4.677E-06,-4.677E-06,169.994217,0.000507,-0.000507,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,3001,11.5,-11.5,0.051358,5.8E-05,-0.002091,0.10578,0.04676,-0.01238,LS+MCMC,4.86,1.05,-0.37,0.0732,,,85.29,,,833,,,113.64,75.31,-28.97,6.66,2.9,-2.9,312.1,1,188,1,q1_q17_dr25_tce,5485,164,-180,4.556,0.028,-0.161,0.867,0.187,-0.067,0.986,0.065,-0.115,295.45529,50.49456,15.08
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1,0,0,0,0,19.27153892,4.145E-05,-4.145E-05,186.77093,0.00182,-0.00182,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1219.8,35.3,-35.3,0.031585,0.000961,-0.0005,8.48241,0.62905,-2.11552,LS+MCMC,1.93,0.1,-0.12,0.1171,,,89.97,,,393,,,5.66,1.13,-1.06,55.02,4.1,-4.1,37.1,2,67,1,q1_q17_dr25_tce,4077,81,-81,4.702,0.027,-0.027,0.56,0.03,-0.034,0.576,0.031,-0.035,293.97336,50.53191,15.385
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.06524317,1.49E-05,-1.49E-05,136.28906,0.00119,-0.00119,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1053.3,39.2,-39.2,0.031153,0.004621,-0.00161,18.09666,17.88441,-12.19106,LS+MCMC,1.91,0.1,-0.12,0.076,,,89.22,,,488,,,13.43,2.69,-2.5,45.9,22.7,-22.7,30.3,2,126,2,q1_q17_dr25_tce,4077,81,-81,4.702,0.027,-0.027,0.56,0.03,-0.034,0.576,0.031,-0.035,293.97336,50.53191,15.385
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.3935651,3.932E-05,-3.932E-05,178.74725,0.00245,-0.00245,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,916.6,29.1,-29.1,0.032536,2.5E-05,-0.004662,0.27483,1.86738,-0.09309,LS+MCMC,2.66,0.54,-0.23,0.0983,,,86.13,,,677,,,49.68,31.16,-12.97,13.07,6.3,-6.3,35.8,1,107,1,q1_q17_dr25_tce,5557,166,-166,4.603,0.034,-0.128,0.75,0.152,-0.065,0.832,0.08,-0.089,296.02133,50.56778,15.505
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,9.613E-05,-9.613E-05,151.93538,0.00192,-0.00192,0.852,0.039,-0.585,6.802,0.119,-0.119,615.2,7.7,-7.7,0.025934,2.7E-05,-0.003042,0.22039,0.94589,-0.07087,LS+MCMC,2.87,0.43,-0.3,0.2395,,,88.27,,,531,,,18.77,7.98,-4.8,28.2,13.4,-13.4,83.7,4,29,2,q1_q17_dr25_tce,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882
72,3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.341913228,9.953E-06,-9.953E-06,171.63943,0.00247,-0.00247,1.213,11.28,-0.141,3.813,0.12,-0.12,725.3,21.3,-21.3,0.243351,11.27268,-0.134916,0.01791,3.41491,-0.00331,LS+MCMC,21.55,3.54,-1.89,0.0415,,,56.44,,,1032,,,268.67,145.91,-70.67,2.19,1.1,-1.1,39,1,780,1,q1_q17_dr25_tce,5295,175,-159,4.551,0.049,-0.105,0.811,0.133,-0.071,0.853,0.078,-0.078,292.31595,38.27029,15.629
73,3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,0.773,0,0,1,0,1.626630225,1.015E-06,-1.015E-06,169.820171,0.000487,-0.000487,1.26,4.827,-0.043,2.1145,0.0285,-0.0285,1620.6,19,-19,0.305244,4.811158,-0.042003,0.09631,2.41565,-0.00473,LS+MCMC,32.43,9,-4.83,0.026,,,58.03,,,1547,,,1355.88,1105.99,-486.6,2.38,1.2,-1.2,103.6,1,664,1,q1_q17_dr25_tce,5735,155,-172,4.41,0.124,-0.186,0.973,0.27,-0.145,0.889,0.12,-0.09,294.36819,38.31028,15.279
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.711504086,3.8E-06,-3.8E-06,170.03417,0.00111,-0.00111,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,837.5,14.5,-14.5,0.026533,0.000651,-0.000276,0.91618,0.03683,-0.26031,LS+MCMC,3.12,1.02,-0.34,0.0401,,,89.81,,,1420,,,960.79,931.74,-309.76,7.088,0.285,-0.285,64.5,2,494,1,q1_q17_dr25_tce,6214,174,-239,4.442,0.054,-0.216,1.076,0.353,-0.118,1.169,0.141,-0.173,291.65353,38.494659,15.541
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.21203748,1.553E-05,-1.553E-05,172.81782,0.00163,-0.00163,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.4,19.5,-19.5,0.028255,0.000702,-0.000335,0.99867,0.04965,-0.26684,LS+MCMC,3.32,1.09,-0.36,0.077,,,89.95,,,1025,,,260.58,252.7,-84.01,14.003,0.696,-0.696,51.5,2,165,2,q1_q17_dr25_tce,6214,174,-239,4.442,0.054,-0.216,1.076,0.353,-0.118,1.169,0.141,-0.173,291.65353,38.494659,15.541
76,12459725,K00789.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,14.1798187,0.0001643,-0.0001643,171.50237,0.0076,-0.0076,0.1601,0.2975,-0.16,2.505,0.315,-0.315,459.9,51.9,-51.9,0.019561,0.001389,-0.001242,7.76746,0.80958,-5.38392,MCMC,1.88,0.71,-0.14,0.1137,,,89.95,,,711,,,60.35,67.75,-14.34,43.54,4.5,-4.5,11.2,1,,,,5799,161,-168,4.539,0.027,-0.275,0.878,0.333,-0.065,0.975,0.098,-0.109,291.0448,51.321671,15.727
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.47237911,1.56E-05,-1.56E-05,174.16212,0.00149,-0.00149,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1123.5,26.7,-26.7,0.030119,0.000904,-0.000397,3.86328,0.22113,-0.9968,LS+MCMC,2.59,0.37,-0.22,0.0778,,,89.95,,,751,,,75.44,35.44,-19.3,24.47,1.4,-1.4,47.6,2,159,1,q1_q17_dr25_tce,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,0.884,0.061,-0.113,296.36652,51.319519,15.339
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,60.4189369,0.0005043,-0.0005043,181.16367,0.00625,-0.00625,0.094,0.359,-0.094,5.039,0.184,-0.184,931.3,49.6,-49.6,0.027422,0.001196,-0.000917,4.26444,0.15573,-1.75507,LS+MCMC,2.36,0.34,-0.2,0.2884,,,89.94,,,390,,,5.49,2.58,-1.4,93.71,3.4,-3.4,20.1,2,22,2,q1_q17_dr25_tce,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,0.884,0.061,-0.113,296.36652,51.319519,15.339
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.611904345,6.65E-06,-6.65E-06,180.892284,0.000413,-0.000413,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6105.6,27.6,-27.6,0.073758,0.000434,-0.001812,0.61222,0.17192,-0.09156,LS+MCMC,7.4,2.2,-0.73,0.1058,,,88.17,,,753,,,76.15,66.33,-21.39,17.27,4.8,-4.8,277.2,1,104,1,q1_q17_dr25_tce,5795,156,-173,4.508,0.039,-0.208,0.919,0.273,-0.091,0.992,0.112,-0.112,289.11221,51.737381,15.14
80,2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.433769925,7.41E-07,-7.41E-07,170.403536,0.000397,-0.000397,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1976.3,20.4,-20.4,0.318591,5.597367,-0.116244,0.1372,4.608,-0.01064,LS+MCMC,46.58,8.01,-8,0.0256,,,58.99,,,1920,,,3209.29,1411.94,-1136.62,2.46,1.2,-1.2,112.6,1,481,1,q1_q17_dr25_tce,6017,72,-90,4.22,0.156,-0.117,1.339,0.23,-0.23,1.083,0.1,-0.082,290.84369,37.728828,15.122
81,2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,10.31872301,2.846E-05,-2.846E-05,173.31543,0.00224,-0.00224,1.215,59.52,-0.463,3.836,0.121,-0.121,871.7,26.4,-26.4,0.247006,59.51054,-0.457866,0.03681,55.30806,-0.00897,LS+MCMC,28.59,8.61,-3.69,0.0944,,,78.15,,,876,,,139.26,125.69,-46.77,5.92,3,-3,38.2,1,130,1,q1_q17_dr25_tce,5927,176,-193,4.409,0.084,-0.196,1.06,0.319,-0.137,1.05,0.14,-0.127,291.84891,37.713501,15.065
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.539183147,5.073E-06,-5.073E-06,169.67494,0.0016,-0.0016,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,0.017724,0.000507,-0.00048,1.46261,0.22266,-0.39959,LS+MCMC,2.06,0.29,-0.28,0.0355,,,88.28,,,1332,,,743.09,290.34,-212.44,7.93,1.2,-1.2,38.9,1,528,1,q1_q17_dr25_tce,5519,82,-74,4.35,0.126,-0.103,1.062,0.154,-0.14,0.921,0.067,-0.038,291.43997,37.905659,15.026
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.770300385,9.537E-06,-9.537E-06,170.57662,0.00108,-0.00108,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1304,29.7,-29.7,0.037414,0.002226,-0.003905,1.45164,5.69767,-0.25139,LS+MCMC,2.77,0.46,-0.15,0.064,,,86.84,,,812,,,102.87,53.88,-21.24,15.21,7.5,-7.5,50.8,1,200,1,q1_q17_dr25_tce,5653,166,-166,4.656,0.028,-0.112,0.679,0.112,-0.037,0.767,0.058,-0.071,290.87051,38.273628,15.591
84,3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.444291966,9.7E-08,-9.7E-08,169.865406,0.000169,-0.000169,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,10967,45.9,-45.9,0.396105,0.318068,-0.126005,0.42351,0.27755,-0.08172,LS+MCMC,27.51,3.46,-1.73,0.0101,,,39.97,,,1836,,,2706.26,1149.42,-599.58,1.641,0.538,-0.538,299.7,1,1466,1,q1_q17_dr25_tce,5255,156,-156,4.678,0.028,-0.083,0.636,0.08,-0.04,0.709,0.06,-0.06,290.99689,38.28492,15.748
85,3115833,K00797.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.181584004,6.188E-06,-6.188E-06,177.141891,0.000483,-0.000483,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5741.1,53.2,-53.2,0.084708,0.001876,-0.001718,0.38059,0.01574,-0.02879,LS+MCMC,7.73,2.17,-0.72,0.0884,,,85.87,,,812,,,102.91,86.75,-28.91,12.776,0.528,-0.528,183.6,1,129,1,q1_q17_dr25_tce,5988,179,-197,4.541,0.048,-0.192,0.836,0.234,-0.078,0.885,0.099,-0.099,291.28195,38.241669,15.657
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.06036336,5.839E-05,-5.839E-05,147.46554,0.00241,-0.00241,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,0.036455,0.005922,-0.001247,3.09445,1.93149,-2.34385,LS+MCMC,1.96,0.13,-0.16,0.115,,,89.21,,,361,,,4,0.89,-0.9,40.4,12.6,-12.6,35.2,4,59,2,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,15.954
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1,0,0,0,0,46.1842039,0.0002654,-0.0002654,165.23729,0.0043,-0.0043,0.013,0.415,-0.013,4.758,0.13,-0.13,1394.7,56.4,-56.4,0.033974,0.001334,-0.000699,3.99779,0.24735,-1.29928,LS+MCMC,1.83,0.12,-0.15,0.2005,,,89.99,,,273,,,1.32,0.29,-0.3,76.67,4.7,-4.7,26,4,25,3,q1_q17_dr25_tce,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,15.954
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,0.95,0.004,-0.66,5.351,0.177,-0.177,104,6.5,-6.5,0.011879,0.000305,-0.002656,0.05654,1.55535,-0.0048,LS+MCMC,1.31,0.2,-0.13,0.1602,,,85.45,,,649,,,41.94,17.84,-10.73,11.98,5.9,-5.9,17.1,4,56,4,q1_q17_dr25_tce,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882
