,Kepler ID
2144,2166940
2145,2166962
2146,2166970
2147,2166973
2148,2167000
2149,2167039
2150,2167056
2151,2167058
2152,2167062
2153,2167098
2154,2167128
2155,2167151
2156,2167183
2157,2167198
2158,2167260
2159,2167272
2160,2167334
2161,2167351
2162,2167385
2163,2167392
2164,2167437
2165,2167439
2166,2167444
2167,2167447
2168,2167468
2169,2167501
2170,2167548
2171,2167555
2172,2167587
2173,2167600
2174,2167648
2175,2167663
2176,2167693
2177,2167696
2178,2167728
2179,2167743
2180,2167774
2181,2167783
2182,2167841
2183,2167890
2184,2167920
2185,2167997
2186,2168184
2187,2168263
2188,2168321
2189,2168333
2190,2168387
2191,2168417
2192,2168420
2193,2168461
2194,2168508
2195,2168638
2196,2168649
2197,2282506
2198,2282525
2199,2282584
2200,2282587
2201,2282618
2202,2282652
2203,2282663
2204,2282708
2205,2282712
2206,2282717
2207,2282763
2208,2282783
2209,2282796
2210,2282854
2211,2282855
2212,2282915
2213,2282919
2214,2282926
2215,2282944
2216,2282970
2217,2282986
2218,2283064
2219,2283075
2220,2283092
2221,2283093
2222,2283124
2223,2283166
2224,2283186
2225,2283227
2226,2283229
2227,2283243
2228,2283255
2229,2283280
2230,2283308
2231,2283334
2232,2283353
2233,2283362
2234,2283435
2235,2283495
2236,2283496
2237,2283519
2238,2283532
2239,2283540
2240,2283541
2241,2283543
2242,2283544
2243,2283560
2244,2283589
2245,2283650
2246,2283682
2247,2283703
2248,2283721
2249,2283749
2250,2283853
2251,2283892
2252,2283919
2253,2283930
2254,2283955
2255,2283989
2256,2284009
2257,2284012
2258,2284079
2259,2284116
2260,2284184
2261,2284211
2262,2284278
2263,2284309
2264,2284312
2265,2284330
2266,2284341
2267,2284344
2268,2284402
2269,2284479
2270,2284504
2271,2284620
2272,2284644
2273,2284663
2274,2284676
2275,2284679
2276,2284683
2277,2284774
2278,2284810
2279,2284829
2280,2284852
2281,2284882
2282,2284887
2283,2284919
2284,2284936
2285,2284957
2286,2284964
2287,2285004
2288,2285032
2289,2285040
2290,2285109
2291,2285129
2292,2285130
2293,2285151
2294,2285185
2295,2285208
2296,2285212
2297,2285217
2298,2285325
2299,2285420
2300,2285481
2301,2285538
2302,2285548
2303,2285551
2304,2285584
2305,2285586
2306,2285589
2307,2285598
2308,2285615
2309,2285621
2310,2285639
2311,2285653
2312,2285671
2313,2285672
2314,2285695
2315,2285698
2316,2285776
2317,2285791
2318,2285805
2319,2285827
2320,2285835
2321,2285847
2322,2285898
2323,2285902
2324,2285922
2325,2285931
2326,2285941
2327,2285993
2328,2296995
2329,2297232
2330,2297236
2331,2297325
2332,2297349
2333,2297357
2334,2297384
2335,2297390
2336,2297398
2337,2297426
2338,2297454
2339,2297468
2340,2297488
2341,2297529
2342,2297573
2343,2297574
2344,2297586
2345,2297672
2346,2297706
2347,2297721
2348,2297728
2349,2297729
2350,2297739
2351,2297779
2352,2297785
2353,2297793
2354,2297815
2355,2297819
2356,2297825
2357,2297868
2358,2297896
2359,2297939
2360,2297952
2361,2298006
2362,2298013
2363,2298034
2364,2298039
2365,2298049
2366,2298058
2367,2298081
2368,2298097
2369,2298129
2370,2298182
2371,2298185
2372,2298305
2373,2298317
2374,2298343
2375,2298394
2376,2298436
2377,2298439
2378,2298465
2379,2298475
2380,2298529
2381,2298581
2382,2298596
2383,2298664
2384,2298692
2385,2298839
2386,2299081
2387,2299404
2388,2299465
2389,2299540
2390,2299543
2391,2299707
2392,2299733
2393,2299738
2394,2299788
2395,2299805
2396,2299823
2397,2299868
2398,2299888
2399,2299892
2400,2299915
2401,2299920
2402,2299926
2403,2299943
2404,2299979
2405,2300039
2406,2300040
2407,2300072
2408,2300077
2409,2300088
2410,2300093
2411,2300096
2412,2300104
2413,2300105
2414,2300128
2415,2300165
2416,2300167
2417,2300178
2418,2300203
2419,2300227
2420,2300253
2421,2300284
2422,2300298
2423,2300315
2424,2300319
2425,2300328
2426,2300329
2427,2300373
2428,2300393
2429,2300399
2430,2300402
2431,2300433
2432,2300440
2433,2300471
2434,2300494
2435,2300503
2436,2300529
2437,2300603
2438,2300604
2439,2300631
2440,2300683
2441,2300698
2442,2300770
2443,2300795
2444,2300835
2445,2300853
2446,2300877
2447,2300912
2448,2300932
2449,2300953
2450,2300960
2451,2300961
2452,2300962
2453,2300976
2454,2301053
2455,2301068
2456,2301074
2457,2301110
2458,2301119
2459,2301143
2460,2301163
2461,2301169
2462,2301204
2463,2301244
2464,2301274
2465,2301298
2466,2301306
2467,2301349
2468,2301367
2469,2301378
2470,2301389
2471,2301409
2472,2301483
2473,2301487
2474,2301490
2475,2301492
2476,2301512
2477,2301527
2478,2301565
2479,2301577
2480,2301589
2481,2301590
2482,2301669
2483,2301691
2484,2301702
2485,2301785
2486,2301872
2487,2301910
2488,2301985
2489,2302010
2490,2302022
2491,2302069
2492,2302092
2493,2302108
2494,2302135
2495,2302176
2496,2302188
2497,2302189
2498,2302246
2499,2302281
2500,2302288
2501,2302297
2502,2302319
2503,2302437
2504,2302505
2505,2302548
2506,2302615
2507,2302624
2508,2302665
2509,2302741
2510,2302758
2511,2302787
2512,2302794
2513,2302851
2514,2302874
2515,2302889
2516,2302892
2517,2302893
2518,2302901
2519,2302922
2520,2302942
2521,2302978
2522,2302997
2523,2303011
2524,2303051
2525,2303101
2526,2303102
2527,2303139
2528,2303169
2529,2303200
2530,2303245
2531,2303266
2532,2303267
2533,2303279
2534,2303289
2535,2303304
2536,2303311
2537,2303352
2538,2303354
2539,2303356
2540,2303365
2541,2303367
2542,2303394
2543,2303414
2544,2303459
2545,2303576
2546,2303596
2547,2303599
2548,2303605
2549,2303610
2550,2303694
2551,2303748
2552,2303756
2553,2303870
2554,2303896
2555,2303900
2556,2303903
2557,2303936
2558,2303954
2559,2303988
2560,2304010
2561,2304104
2562,2304140
2563,2304148
2564,2304168
2565,2304199
2566,2304235
2567,2304251
2568,2304255
2569,2304269
2570,2304303
2571,2304306
2572,2304320
2573,2304334
2574,2304357
2575,2304375
2576,2304377
2577,2304391
2578,2304422
2579,2304465
2580,2304566
2581,2304570
2582,2304576
2583,2304604
2584,2304655
2585,2304684
2586,2304692
2587,2304695
2588,2304757
2589,2304765
2590,2304796
2591,2304798
2592,2304824
2593,2304850
2594,2304873
2595,2304883
2596,2304915
2597,2304939
2598,2304943
2599,2304956
2600,2304989
2601,2305013
2602,2305061
2603,2305082
2604,2305128
2605,2305129
2606,2305145
2607,2305162
2608,2305167
2609,2305182
2610,2305192
2611,2305195
2612,2305210
2613,2305255
2614,2305277
2615,2305281
2616,2305283
2617,2305292
2618,2305305
2619,2305311
2620,2305338
2621,2305372
2622,2305385
2623,2305407
2624,2305416
2625,2305428
2626,2305479
2627,2305497
2628,2305498
2629,2305506
2630,2305543
2631,2305550
2632,2305562
2633,2305590
2634,2305596
2635,2305669
2636,2305698
2637,2305760
2638,2305811
2639,2305819
2640,2305862
2641,2305866
2642,2305871
2643,2305879
2644,2305930
2645,2305940
2646,2305949
2647,2305969
2648,2305985
2649,2305987
2650,2305992
2651,2306094
2652,2306150
2653,2306205
2654,2306208
2655,2306215
2656,2306249
2657,2306260
2658,2306308
2659,2306319
2660,2306360
2661,2306405
2662,2306410
2663,2306463
2664,2306468
2665,2306469
2666,2306474
2667,2306481
2668,2306482
2669,2306531
2670,2306548
2671,2306569
2672,2306616
2673,2306620
2674,2306621
2675,2306630
2676,2306669
2677,2306716
2678,2306740
2679,2306756
2680,2306785
2681,2306825
2682,2306888
2683,2306909
2684,2306916
2685,2306929
2686,2306953
2687,2306972
2688,2306975
2689,2306998
2690,2307131
2691,2307182
2692,2307197
2693,2307199
2694,2307206
2695,2307245
2696,2307249
2697,2307295
2698,2307327
2699,2307364
2700,2307415
2701,2307458
2702,2307464
2703,2307470
2704,2307473
2705,2307498
2706,2307512
2707,2307528
2708,2307533
2709,2307537
2710,2307604
2711,2307624
2712,2307643
2713,2307670
2714,2307675
2715,2307683
2716,2307689
2717,2307701
2718,2307755
2719,2307770
2720,2307789
2721,2307796
2722,2307798
2723,2307829
2724,2307837
2725,2307838
2726,2307855
2727,2307878
2728,2307900
2729,2307946
2730,2307948
2731,2307951
2732,2307974
2733,2307990
2734,2308002
2735,2308039
2736,2308049
2737,2308071
2738,2308103
2739,2308130
2740,2308152
2741,2308168
2742,2308182
2743,2308196
2744,2308231
2745,2308237
2746,2308241
2747,2308331
2748,2308375
2749,2308381
2750,2308411
2751,2308415
2752,2308429
2753,2308438
2754,2308448
2755,2308475
2756,2308494
2757,2308518
2758,2308566
2759,2308573
2760,2308603
2761,2308613
2762,2308642
2763,2308681
2764,2308725
2765,2308753
2766,2308761
2767,2308762
2768,2308806
2769,2308822
2770,2308858
2771,2308874
2772,2308887
2773,2308924
2774,2308930
2775,2308957
2776,2308968
2777,2308973
2778,2308980
2779,2309030
2780,2309036
2781,2309049
2782,2309070
2783,2309124
2784,2309148
2785,2309152
2786,2309161
2787,2309173
2788,2309177
2789,2309197
2790,2309235
2791,2309252
2792,2309263
2793,2309286
2794,2309307
2795,2309318
2796,2309404
2797,2309410
2798,2309420
2799,2309448
2800,2309469
2801,2309478
2802,2309479
2803,2309524
2804,2309531
2805,2309548
2806,2309550
2807,2309558
2808,2309568
2809,2309579
2810,2309585
2811,2309587
2812,2309595
2813,2309598
2814,2309602
2815,2309604
2816,2309617
2817,2309625
2818,2309690
2819,2309695
2820,2309719
2821,2309720
2822,2309760
2823,2309772
2824,2309773
2825,2309841
2826,2309884
2827,2309900
2828,2309910
2829,2309943
2830,2309958
2831,2310013
2832,2310019
2833,2310098
2834,2310105
2835,2310119
2836,2310129
2837,2310160
2838,2310176
2839,2310187
2840,2310188
2841,2310199
2842,2310213
2843,2310221
2844,2310226
2845,2310227
2846,2310233
2847,2310259
2848,2310284
2849,2310370
2850,2310376
2851,2310399
2852,2310423
2853,2310456
2854,2310467
2855,2310479
2856,2310497
2857,2310520
2858,2310531
2859,2310556
2860,2310571
2861,2310579
2862,2310586
2863,2310605
2864,2310610
2865,2310613
2866,2310630
2867,2310632
2868,2310639
2869,2310640
2870,2310652
2871,2310686
2872,2310710
2873,2310716
2874,2310762
2875,2310770
2876,2310795
2877,2310798
2878,2310822
2879,2310874
2880,2310881
2881,2310968
2882,2310984
2883,2310993
2884,2311004
2885,2311034
2886,2311069
2887,2311089
2888,2311117
2889,2311123
2890,2311130
2891,2311135
2892,2311136
2893,2311138
2894,2311150
2895,2311170
2896,2311174
2897,2311187
2898,2311202
2899,2311218
2900,2311220
2901,2311226
2902,2311249
2903,2311258
2904,2311295
2905,2311306
2906,2311326
2907,2311350
2908,2311372
2909,2311399
2910,2311407
2911,2311423
2912,2311497
2913,2311499
2914,2311508
2915,2311530
2916,2311548
2917,2311578
2918,2311616
2919,2311628
2920,2311704
2921,2311729
2922,2311735
2923,2311842
2924,2421529
2925,2421693
2926,2421702
2927,2421763
2928,2421862
2929,2421875
2930,2421890
2931,2421893
2932,2421898
2933,2421920
2934,2421934
2935,2421946
2936,2421981
2937,2422011
2938,2422056
2939,2422064
2940,2422065
2941,2422073
2942,2422090
2943,2422145
2944,2422201
2945,2422251
2946,2422257
2947,2422296
2948,2422330
2949,2422362
2950,2422382
2951,2422402
2952,2422405
2953,2422406
2954,2422417
2955,2422539
2956,2422558
2957,2422568
2958,2422631
2959,2422635
2960,2422646
2961,2422684
2962,2422709
2963,2422710
2964,2422714
2965,2422798
2966,2422820
2967,2422825
2968,2422844
2969,2422861
2970,2422886
2971,2422890
2972,2422906
2973,2422920
2974,2422998
2975,2423008
2976,2423010
2977,2423052
2978,2423066
2979,2423151
2980,2423153
2981,2423167
2982,2423223
2983,2423293
2984,2423316
2985,2423328
2986,2423357
2987,2423387
2988,2423400
2989,2423454
2990,2423466
2991,2423549
2992,2423662
2993,2423691
2994,2423694
2995,2423717
2996,2423737
2997,2423746
2998,2423787
2999,2423793
3000,2423794
3001,2423804
3002,2423809
3003,2423813
3004,2423824
3005,2423836
3006,2423839
3007,2423885
3008,2423921
3009,2423923
3010,2423932
3011,2423938
3012,2423939
3013,2423941
3014,2423951
3015,2423958
3016,2423982
3017,2423993
3018,2424002
3019,2424039
3020,2424191
3021,2424217
3022,2424276
3023,2424289
3024,2424302
3025,2424309
3026,2424503
3027,2424551
3028,2424663
3029,2424675
3030,2424681
3031,2424682
3032,2424688
3033,2424693
3034,2424775
3035,2424791
3036,2424793
3037,2424822
3038,2424828
3039,2424847
3040,2424905
3041,2424932
3042,2424934
3043,2424949
3044,2424955
3045,2425006
3046,2425031
3047,2425042
3048,2425044
3049,2425057
3050,2425104
3051,2425106
3052,2425133
3053,2425159
3054,2425173
3055,2425184
3056,2425185
3057,2425196
3058,2425259
3059,2425314
3060,2425316
3061,2425331
3062,2425346
3063,2425348
3064,2425375
3065,2425386
3066,2425407
3067,2425504
3068,2425511
3069,2425537
3070,2425544
3071,2425631
3072,2425727
3073,2425734
3074,2425771
3075,2425774
3076,2435893
3077,2435912
3078,2435971
3079,2435987
3080,2436031
3081,2436062
3082,2436097
3083,2436117
3084,2436136
3085,2436148
3086,2436160
3087,2436209
3088,2436211
3089,2436245
3090,2436291
3091,2436324
3092,2436331
3093,2436332
3094,2436334
3095,2436365
3096,2436376
3097,2436378
3098,2436417
3099,2436421
3100,2436448
3101,2436450
3102,2436457
3103,2436458
3104,2436525
3105,2436533
3106,2436540
3107,2436543
3108,2436583
3109,2436593
3110,2436608
3111,2436635
3112,2436676
3113,2436680
3114,2436682
3115,2436688
3116,2436715
3117,2436732
3118,2436750
3119,2436759
3120,2436772
3121,2436781
3122,2436791
3123,2436804
3124,2436814
3125,2436818
3126,2436824
3127,2436842
3128,2436849
3129,2436866
3130,2436884
3131,2436900
3132,2436901
3133,2436912
3134,2436935
3135,2436944
3136,2436954
3137,2436981
3138,2437033
3139,2437038
3140,2437040
3141,2437044
3142,2437051
3143,2437053
3144,2437060
3145,2437092
3146,2437103
3147,2437112
3148,2437145
3149,2437149
3150,2437164
3151,2437171
3152,2437178
3153,2437191
3154,2437209
3155,2437222
3156,2437223
3157,2437234
3158,2437240
3159,2437252
3160,2437261
3161,2437267
3162,2437270
3163,2437280
3164,2437281
3165,2437296
3166,2437317
3167,2437325
3168,2437327
3169,2437329
3170,2437331
3171,2437340
3172,2437353
3173,2437354
3174,2437359
3175,2437394
3176,2437402
3177,2437413
3178,2437443
3179,2437444
3180,2437446
3181,2437452
3182,2437488
3183,2437496
3184,2437505
3185,2437507
3186,2437539
3187,2437564
3188,2437576
3189,2437589
3190,2437610
3191,2437612
3192,2437622
3193,2437624
3194,2437630
3195,2437645
3196,2437653
3197,2437676
3198,2437682
3199,2437684
3200,2437688
3201,2437692
3202,2437694
3203,2437698
3204,2437749
3205,2437762
3206,2437781
3207,2437783
3208,2437792
3209,2437804
3210,2437805
3211,2437810
3212,2437816
3213,2437849
3214,2437851
3215,2437852
3216,2437888
3217,2437897
3218,2437901
3219,2437930
3220,2437933
3221,2437937
3222,2437940
3223,2437948
3224,2437957
3225,2437965
3226,2437972
3227,2437976
3228,2437987
3229,2437996
3230,2438003
3231,2438010
3232,2438028
3233,2438038
3234,2438049
3235,2438051
3236,2438052
3237,2438053
3238,2438061
3239,2438062
3240,2438069
3241,2438070
3242,2438094
3243,2438100
3244,2438109
3245,2438114
3246,2438139
3247,2438140
3248,2438151
3249,2438191
3250,2438192
3251,2438249
3252,2438264
3253,2438272
3254,2438289
3255,2438324
3256,2438333
3257,2438340
3258,2438362
3259,2438368
3260,2438372
3261,2438406
3262,2438421
3263,2438462
3264,2438469
3265,2438470
3266,2438490
3267,2438502
3268,2438513
3269,2438517
3270,2438522
3271,2438566
3272,2438575
3273,2438588
3274,2438757
3275,2438851
3276,2438863
3277,2438873
3278,2438887
3279,2438911
3280,2438927
3281,2439048
3282,2439080
3283,2439083
3284,2439094
3285,2439103
3286,2439118
3287,2439140
3288,2439144
3289,2439186
3290,2439211
3291,2439233
3292,2439240
3293,2439243
3294,2439245
3295,2439250
3296,2439354
3297,2439376
3298,2439378
3299,2439420
3300,2439459
3301,2439469
3302,2439496
3303,2439506
3304,2439538
3305,2439570
3306,2439581
3307,2439630
3308,2439633
3309,2439660
3310,2439686
3311,2439707
3312,2439736
3313,2439782
3314,2439798
3315,2439819
3316,2439835
3317,2439876
3318,2439947
3319,2439966
3320,2439967
3321,2439996
3322,2440044
3323,2440060
3324,2440128
3325,2440188
3326,2440757
3327,2440792
3328,2440830
3329,2441023
3330,2441123
3331,2441151
3332,2441154
3333,2441161
3334,2441175
3335,2441255
3336,2441262
3337,2441274
3338,2441300
3339,2441337
3340,2441384
3341,2441387
3342,2441409
3343,2441436
3344,2441437
3345,2441470
3346,2441495
3347,2441510
3348,2441531
3349,2441551
3350,2441562
3351,2441566
3352,2441581
3353,2441648
3354,2441671
3355,2441702
3356,2441711
3357,2441728
3358,2441736
3359,2441830
3360,2441862
3361,2441864
3362,2441876
3363,2441891
3364,2441896
3365,2441918
3366,2441948
3367,2441950
3368,2441989
3369,2441995
3370,2441996
3371,2442004
3372,2442008
3373,2442084
3374,2442109
3375,2442118
3376,2442154
3377,2442165
3378,2442192
3379,2442205
3380,2442210
3381,2442297
3382,2442331
3383,2442359
3384,2442363
3385,2442382
3386,2442404
3387,2442448
3388,2442483
3389,2442523
3390,2442551
3391,2442559
3392,2442569
3393,2442599
3394,2442606
3395,2442654
3396,2442674
3397,2442687
3398,2442692
3399,2442704
3400,2442714
3401,2442726
3402,2442751
3403,2442759
3404,2442840
3405,2442862
3406,2442866
3407,2442893
3408,2442970
