,kepid,kepoi_name,kepler_name,koi_disposition,koi_score (1 = planet),orbital_period (days),planet_radius(to_Earth),planet_star_dist (AU),planet_canidates,num_accecpted_koi,sun_radius (solar_radii),sun_mass (solar_mass)
3950,8416523,K04441.01,Kepler-1604 b,CONFIRMED,0.996,0.34184201700000005,1.72,1.268,1,1.0,0.747,0.8170000000000001
3958,9872831,K04230.01,Kepler-1572 b,CONFIRMED,0.877,5.49548533,1.3,16.87,1,1.0,1.392,1.02
3961,12306058,K02541.02,Kepler-391 c,CONFIRMED,0.995,20.4853893,3.6,8.76,2,2.0,3.324,1.136
3962,8507475,K04300.01,Kepler-1585 b,CONFIRMED,1.0,3.58273837,1.64,18.11,1,1.0,0.872,0.912
3963,8773015,K04301.01,Kepler-1586 b,CONFIRMED,0.999,15.604841,1.57,18.69,2,1.0,1.706,1.11
3977,11080405,K02442.02,Kepler-386 b,CONFIRMED,1.0,12.3101351,1.51,16.09,2,2.0,0.84,0.797
3978,11509504,K04232.01,Kepler-1573 b,CONFIRMED,0.998,2.61576515,1.06,7.07,1,1.0,0.958,0.934
3980,11611275,K04234.01,Kepler-1574 b,CONFIRMED,0.999,6.94245216,1.34,13.52,1,1.0,1.03,1.132
3983,11612280,K04304.01,Kepler-1587 b,CONFIRMED,0.966,9.4061364,1.14,13.66,1,1.0,1.268,1.02
3987,11444514,K04371.01,Kepler-1596 b,CONFIRMED,0.997,66.37329799999999,1.99,60.3,1,1.0,0.976,1.027
3988,9886361,K02732.02,Kepler-403 d,CONFIRMED,0.948,13.61165024,1.46,13.701,4,2.0,1.499,1.2819999999999998
4015,10329196,K04446.01,Kepler-1605 b,CONFIRMED,0.895,85.75679190000002,2.99,82.6,1,1.0,2.213,1.083
4019,9285568,K04241.01,Kepler-1575 b,CONFIRMED,0.992,2.55315031,1.25,10.15,1,1.0,0.908,0.996
4020,7604328,K02458.02,Kepler-1245 c,CONFIRMED,1.0,2.9365879460000004,1.77,6.46,2,1.0,0.909,0.795
4026,10722485,K04312.01,Kepler-1588 b,CONFIRMED,0.99,7.84931877,0.81,16.04,1,1.0,0.99,0.828
4033,6937529,K04382.01,Kepler-1597 b,CONFIRMED,1.0,2.94648935,0.89,7.207999999999998,2,1.0,1.171,1.194
4043,5177859,K04246.01,Kepler-1576 b,CONFIRMED,0.364,6.98472143,1.19,17.69,2,1.0,1.227,1.044
4052,9883606,K04383.01,Kepler-1598 b,CONFIRMED,0.999,4.34195312,0.94,12.79,2,1.0,1.09,1.032
4053,5860968,K04384.01,Kepler-1599 b,CONFIRMED,0.997,122.358116,2.15,85.5,1,1.0,1.139,0.998
4055,8480582,K04386.01,Kepler-1702 b,CONFIRMED,0.967,18.501089800000006,1.62,32.2,1,1.0,0.7340000000000001,0.815
4065,11125613,K02485.02,Kepler-1254 c,CONFIRMED,0.998,3.60082855,1.36,13.3,3,1.0,0.7959999999999999,0.7709999999999999
4078,11560897,K02365.02,Kepler-430 c,CONFIRMED,0.947,110.978266,1.86,75.6,2,2.0,1.529,1.205
4086,10407482,K04255.01,Kepler-1577 b,CONFIRMED,0.974,6.30558387,2.52,15.02,1,1.0,1.756,0.952
4093,5371777,K04327.01,Kepler-1589 b,CONFIRMED,0.992,0.991659646,1.19,2.407,1,1.0,1.244,1.17
4103,9897364,K04189.01,Kepler-1562 b,CONFIRMED,0.997,64.2729088,5.38,20.33,1,1.0,1.2990000000000002,1.165
4104,12505503,K04190.01,Kepler-1563 b,CONFIRMED,0.931,3.4327371,0.75,4.8,1,1.0,0.8809999999999999,0.974
4110,10526887,K04261.01,Kepler-1578 b,CONFIRMED,0.741,1.450889836,1.21,6.07,1,1.0,1.023,1.011
4111,11125613,K02485.03,Kepler-1254 d,CONFIRMED,0.994,5.72716067,1.4,17.92,3,3.0,0.7959999999999999,0.7709999999999999
4122,8733898,K02842.03,Kepler-446 c,CONFIRMED,0.947,3.036208739,1.4,25.71,3,2.0,0.328,0.328
4123,9828127,K04192.01,Kepler-1564 b,CONFIRMED,1.0,18.0541469,1.51,30.07,2,1.0,0.909,0.955
4127,5644412,K04194.01,Kepler-1565 b,CONFIRMED,0.996,1.538185321,1.29,5.21,1,1.0,0.723,0.794
4138,10730070,K04335.01,Kepler-1590 b,CONFIRMED,0.994,7.61758198,1.0,16.12,1,1.0,1.072,1.05
4141,2831055,K04400.01,Kepler-1601 b,CONFIRMED,0.995,2.20923119,0.84,7.087999999999999,1,1.0,1.092,1.032
4148,5340878,K04199.01,Kepler-1566 b,CONFIRMED,0.146,0.539915033,0.82,3.532,1,1.0,0.8370000000000001,0.8109999999999999
4151,7826620,K04268.01,Kepler-1579 b,CONFIRMED,0.996,0.849906734,0.59,4.52,1,1.0,0.505,0.503
4155,8573193,K04337.01,Kepler-1591 b,CONFIRMED,0.998,8.18504859,0.93,10.88,1,1.0,0.906,0.993
4157,7673841,K02585.02,Kepler-392 c,CONFIRMED,1.0,10.42317343,1.07,20.41,3,2.0,1.135,0.91
4167,5084171,K04202.01,Kepler-1567 b,CONFIRMED,0.949,153.979362,2.53,133.6,1,1.0,0.903,0.944
4169,11968463,K02433.03,Kepler-385 d,CONFIRMED,0.917,56.4148314,2.9,25.2,7,3.0,1.112,1.157
4171,10593535,K04204.01,Kepler-1568 b,CONFIRMED,0.974,20.9254083,1.26,23.32,1,1.0,1.21,1.025
4172,5959719,K02498.02,Kepler-390 c,CONFIRMED,0.905,13.0600399,0.8,30.81,2,2.0,0.769,0.7929999999999999
4178,9701962,K04617.01,Kepler-1617 b,CONFIRMED,0.8959999999999999,27.4784659,1.52,28.2,1,1.0,1.707,1.046
4196,5977470,K04550.01,Kepler-1653 b,CONFIRMED,0.934,140.25194299999998,1.84,157.9,1,1.0,0.7879999999999999,0.765
4201,11284772,K04622.01,Kepler-441 b,CONFIRMED,0.975,207.24785,1.56,258.1,2,1.0,0.5529999999999999,0.573
4206,8417078,K04693.01,Kepler-1619 b,CONFIRMED,0.991,23.6223571,1.07,24.68,1,1.0,1.393,0.999
4215,6278762,K03158.02,Kepler-444 c,CONFIRMED,1.0,4.54586982,0.65,16.55,5,4.0,0.721,0.6920000000000001
4235,4556468,K04491.01,Kepler-1609 b,CONFIRMED,0.944,114.336052,2.09,53.7,1,1.0,1.3159999999999998,1.044
4240,7747457,K04561.01,Kepler-1613 b,CONFIRMED,0.997,1.5184181,1.85,3.52,1,1.0,1.269,1.063
4252,10026502,K04706.01,Kepler-1620 b,CONFIRMED,0.665,101.952048,1.31,131.03,1,1.0,1.054,1.028
4258,9002278,K00701.05,Kepler-62 c,CONFIRMED,0.989,12.4418003,0.57,26.8,5,5.0,0.662,0.727
4263,11650401,K04566.01,Kepler-1614 b,CONFIRMED,1.0,3.94660745,1.4,10.91,1,1.0,0.8059999999999999,0.897
4274,6278762,K03158.03,Kepler-444 d,CONFIRMED,1.0,6.18943952,0.65,19.3,5,3.0,0.721,0.6920000000000001
4278,9100953,K04500.01,Kepler-1610 b,CONFIRMED,0.8059999999999999,8.70179611,1.37,22.14,3,1.0,0.8,0.825
4284,6761777,K04571.01,Kepler-1615 b,CONFIRMED,0.995,47.3128645,3.71,10.11,1,1.0,1.876,1.288
4286,9412623,K04640.01,Kepler-1618 b,CONFIRMED,0.987,6.1082945,1.06,10.53,1,1.0,1.289,1.261
4318,6278762,K03158.04,Kepler-444 e,CONFIRMED,1.0,7.74347801,0.62,21.39,5,2.0,0.721,0.6920000000000001
4339,11671579,K04510.01,Kepler-1611 b,CONFIRMED,1.0,5.17624997,1.31,7.564,1,1.0,1.497,1.001
4342,9216775,K04513.01,Kepler-1612 b,CONFIRMED,0.872,3.91794676,0.94,11.2,1,1.0,0.87,0.974
4359,6278762,K03158.05,Kepler-444 f,CONFIRMED,1.0,9.74048508,0.95,21.08,5,1.0,0.721,0.6920000000000001
4364,9009036,K04585.01,Kepler-1616 b,CONFIRMED,0.552,6.76289308,1.21,7.05,1,1.0,1.63,1.289
4377,7429240,K04450.01,Kepler-1606 b,CONFIRMED,1.0,196.436796,2.33,179.3,1,1.0,0.946,0.924
4486,7133294,K04473.01,Kepler-1607 b,CONFIRMED,0.334,13.6471211,1.25,10.01,1,1.0,1.382,0.89
4487,4381429,K04474.01,Kepler-1608 b,CONFIRMED,0.972,16.473474,1.63,30.55,1,1.0,0.754,0.7020000000000001
4508,6278762,K03158.01,Kepler-444 b,CONFIRMED,1.0,3.60011712,0.5,11.56,5,5.0,0.721,0.6920000000000001
4523,9447166,K03296.01,Kepler-1459 b,CONFIRMED,0.956,62.869463,1.96,25.9,1,1.0,0.7809999999999999,0.762
4525,8151055,K03298.01,Kepler-1460 b,CONFIRMED,0.99,29.9632816,2.24,51.0,1,1.0,0.638,0.624
4527,3348082,K01196.02,Kepler-274 b,CONFIRMED,0.971,11.63486009,2.61,16.5,3,2.0,1.548,1.019
4531,10615440,K04765.01,Kepler-1622 b,CONFIRMED,0.919,10.8118317,1.24,14.63,1,1.0,1.196,1.119
4550,7510820,K03303.01,Kepler-1461 b,CONFIRMED,0.979,29.3493852,2.02,36.4,1,1.0,0.722,0.784
4567,6880517,K03305.01,Kepler-1462 b,CONFIRMED,0.97,65.6491001,2.52,70.61,1,1.0,0.8190000000000001,0.919
4568,6615511,K03306.01,Kepler-1463 b,CONFIRMED,1.0,25.1593389,1.76,37.6,1,1.0,0.935,1.024
4570,3632089,K03308.01,Kepler-1464 b,CONFIRMED,1.0,31.7787564,1.5,29.18,2,1.0,0.928,0.773
4587,12314973,K00279.03,Kepler-450 d,CONFIRMED,0.984,7.514396700000002,0.96,10.91,3,3.0,1.5730000000000002,1.305
4588,3348082,K01196.03,Kepler-274 c,CONFIRMED,0.912,33.1981761,3.21,32.1,3,3.0,1.548,1.019
4589,3632089,K03308.02,Kepler-1464 c,CONFIRMED,0.96,5.32784157,0.86,8.7,2,2.0,0.928,0.773
4592,12735830,K03311.01,Kepler-1465 b,CONFIRMED,1.0,31.827649,4.98,97.3,1,1.0,1.954,0.959
4606,10057494,K03234.01,Kepler-1443 b,CONFIRMED,0.993,2.41810158,0.85,8.69,1,1.0,1.239,1.135
4608,6587796,K03237.01,Kepler-1444 b,CONFIRMED,0.999,33.4203001,2.46,31.2,1,1.0,1.0659999999999998,0.977
4614,8554701,K03315.01,Kepler-1466 b,CONFIRMED,0.974,31.1748311,1.31,63.65,1,1.0,0.921,1.003
4616,9031209,K03316.01,Kepler-1467 b,CONFIRMED,0.996,47.05684760000001,2.84,71.22,1,1.0,0.74,0.828
4632,8073705,K03245.01,Kepler-1445 b,CONFIRMED,0.973,10.60052083,1.09,12.52,1,1.0,1.3030000000000002,1.009
4634,4271474,K03324.01,Kepler-1469 b,CONFIRMED,1.0,21.8634638,2.37,42.3,1,1.0,0.789,0.885
4636,11497958,K01422.04,Kepler-296 f,CONFIRMED,0.927,63.3354719,1.18,136.2,5,5.0,0.383,0.394
4649,9885417,K03246.01,Kepler-1446 b,CONFIRMED,1.0,0.689967868,0.78,4.561,1,1.0,0.726,0.8140000000000001
4660,5965819,K03319.02,Kepler-1468 b,CONFIRMED,0.994,8.23983041,2.35,11.379,3,1.0,1.496,1.072
4674,8183288,K03255.01,Kepler-437 b,CONFIRMED,0.955,66.65045210000001,1.56,82.0,1,1.0,0.679,0.713
4676,5965819,K03319.03,Kepler-1468 c,CONFIRMED,0.986,3.54553077,1.62,6.563,3,3.0,1.496,1.072
4692,8280511,K01151.03,Kepler-271 d,CONFIRMED,0.975,5.24970432,0.67,14.27,5,3.0,0.853,0.838
4696,12156174,K03260.01,Kepler-1447 b,CONFIRMED,0.502,56.6746666,4.01,64.1,1,1.0,1.295,0.945
4700,4736644,K03330.01,Kepler-1470 b,CONFIRMED,0.993,16.2951259,1.15,29.9,1,1.0,0.812,0.7809999999999999
4714,12055539,K03261.01,Kepler-1448 b,CONFIRMED,1.0,12.27057043,1.67,31.7,1,1.0,0.969,1.048
4715,12056139,K03262.01,Kepler-1449 b,CONFIRMED,0.966,13.2274753,1.94,9.91,1,1.0,1.155,1.237
4726,4473613,K04803.01,Kepler-1623 b,CONFIRMED,0.995,4.36125889,1.2,14.44,1,1.0,0.873,0.972
4736,8826007,K03266.01,Kepler-1450 b,CONFIRMED,0.99,54.5091549,1.94,34.2,1,1.0,0.603,0.621
4763,5280587,K03274.01,Kepler-1451 b,CONFIRMED,0.997,35.6225528,2.24,55.6,1,1.0,0.878,0.975
4766,4138008,K04742.01,Kepler-442 b,CONFIRMED,0.993,112.303136,1.3,144.6,1,1.0,0.595,0.613
4784,3120904,K03277.01,Kepler-1452 b,CONFIRMED,0.994,42.9136635,3.19,58.2,1,1.0,2.483,1.419
4786,11757451,K04745.01,Kepler-443 b,CONFIRMED,0.877,177.66866299999995,2.32,99.5,1,1.0,0.701,0.74
4788,8047428,K04747.01,Kepler-1621 b,CONFIRMED,0.98,92.263742,2.22,80.16,1,1.0,1.283,1.167
4797,11189311,K03220.01,Kepler-1442 b,CONFIRMED,0.899,81.41601379999999,4.63,21.2,1,1.0,1.401,1.3230000000000002
4804,10653179,K03280.01,Kepler-1453 b,CONFIRMED,1.0,47.1607932,2.58,92.167,1,1.0,0.965,1.075
4805,12066569,K03282.01,Kepler-1455 b,CONFIRMED,0.996,49.2768448,1.75,102.4,1,1.0,0.529,0.528
4806,6497146,K03284.01,Kepler-438 b,CONFIRMED,1.0,35.2330694,0.97,73.8,1,1.0,0.524,0.5539999999999999
4824,8016691,K03286.01,Kepler-1456 b,CONFIRMED,0.945,18.1373788,1.41,13.97,1,1.0,0.602,0.589
4825,6584273,K03287.01,Kepler-1457 b,CONFIRMED,0.949,51.1104797,1.6,51.45,1,1.0,0.8809999999999999,0.97
4826,5768816,K03288.01,Kepler-1458 b,CONFIRMED,0.8340000000000001,47.9869119,3.35,37.7,1,1.0,0.981,0.899
4864,6368175,K03503.01,Kepler-1703 b,CONFIRMED,0.846,21.1876185,0.79,28.2,2,1.0,0.8490000000000001,0.925
4872,4939346,K01873.02,Kepler-328 b,CONFIRMED,0.989,34.9168399,2.39,37.1,2,2.0,1.069,1.161
4876,11455428,K03365.01,Kepler-1480 b,CONFIRMED,0.901,22.1270885,3.94,14.06,1,1.0,1.445,0.963
4883,6265665,K03436.01,Kepler-1499 b,CONFIRMED,0.969,44.2018402,1.14,65.0,1,1.0,0.753,0.723
4885,4645174,K03437.01,Kepler-1500 b,CONFIRMED,0.995,15.033062300000005,2.18,8.6,2,1.0,1.601,1.114
4901,11657614,K03370.02,Kepler-1481 b,CONFIRMED,0.996,5.94228603,1.23,21.13,2,1.0,0.805,0.7759999999999999
4906,6599975,K03438.01,Kepler-1501 b,CONFIRMED,0.974,14.556561800000004,1.08,24.64,1,1.0,1.061,1.163
4909,4282191,K03439.01,Kepler-1502 b,CONFIRMED,0.998,41.7084063,2.19,28.5,1,1.0,1.138,1.169
4923,9967771,K01875.02,Kepler-990 c,CONFIRMED,1.0,0.53835407,1.67,2.693,2,1.0,1.207,0.932
4927,6705026,K03374.01,Kepler-1483 b,CONFIRMED,0.969,9.5084871,1.65,16.61,2,1.0,1.668,1.296
4932,7288306,K03443.01,Kepler-1503 b,CONFIRMED,0.985,96.169569,2.07,100.54,1,1.0,0.7020000000000001,0.7829999999999999
4937,11860395,K03445.01,Kepler-1504 b,CONFIRMED,0.861,82.303914,4.47,23.1,1,1.0,1.425,0.997
4940,9529744,K01806.02,Kepler-320 c,CONFIRMED,0.971,17.934660600000004,2.8,6.19,3,2.0,1.775,1.182
4952,2995392,K03379.01,Kepler-1484 b,CONFIRMED,0.99,30.4544418,2.6,14.59,1,1.0,0.984,1.047
4978,6975129,K01628.02,Kepler-312 b,CONFIRMED,1.0,1.772451066,1.02,5.582000000000002,3,2.0,1.149,1.226
4979,8644365,K03384.02,Kepler-1485 b,CONFIRMED,0.982,19.9158863,1.41,16.78,2,1.0,1.092,1.0590000000000002
4987,6364582,K03456.01,Kepler-1505 b,CONFIRMED,1.0,30.8609783,1.08,30.5,2,1.0,0.833,0.902
4991,9529744,K01806.03,Kepler-320 b,CONFIRMED,1.0,8.37159554,2.39,3.1,3,3.0,1.775,1.182
5000,10328393,K01905.02,Kepler-332 c,CONFIRMED,1.0,15.99560373,1.04,35.54,3,2.0,0.721,0.774
5008,6118370,K03458.01,Kepler-1506 b,CONFIRMED,0.925,14.0328775,1.45,16.25,1,1.0,1.001,1.079
5024,11521793,K00352.02,Kepler-143 b,CONFIRMED,0.998,16.00747237,2.99,29.3,2,2.0,1.305,0.993
5025,9085563,K03393.01,Kepler-1486 b,CONFIRMED,0.966,54.6493679,2.64,53.42,1,1.0,1.2819999999999998,1.028
5026,11337372,K01650.02,Kepler-920 c,CONFIRMED,1.0,100.8276725,4.35,72.7,2,2.0,0.977,0.856
5034,9763612,K03465.01,Kepler-1507 b,CONFIRMED,0.0,16.0505464,0.81,38.66,1,1.0,0.853,0.971
5051,3561464,K03398.01,Kepler-1487 b,CONFIRMED,0.002,7.31945294,5.05,11.53,3,2.0,3.955,1.801
5057,5213404,K03468.01,Kepler-1508 b,CONFIRMED,0.999,20.7057153,3.22,6.9,1,1.0,2.437,1.338
5060,11551692,K01781.03,Kepler-411 d,CONFIRMED,0.967,58.0198583,3.46,35.69,3,3.0,0.72,0.8220000000000001
5080,11754430,K03403.01,Kepler-1488 b,CONFIRMED,0.8490000000000001,39.818832,2.23,23.1,2,1.0,1.524,1.003
5081,9995771,K03470.02,Kepler-1509 b,CONFIRMED,1.0,25.4337864,2.0,29.51,2,1.0,1.158,1.024
5087,3326377,K01830.02,Kepler-967 c,CONFIRMED,1.0,198.7106251,3.56,182.85,2,2.0,0.8,0.825
5097,6021275,K00284.04,Kepler-132 e,CONFIRMED,0.8440000000000001,110.2867031,1.41,143.3,4,4.0,1.101,0.929
5101,8409295,K03404.01,Kepler-1489 b,CONFIRMED,0.993,82.292865,1.82,89.1,1,1.0,0.957,0.977
5102,7131760,K03407.01,Kepler-1490 b,CONFIRMED,0.943,92.436978,2.89,47.1,1,1.0,0.741,0.8079999999999999
5116,11853878,K01833.02,Kepler-968 d,CONFIRMED,1.0,7.68433346,2.58,17.43,3,2.0,0.5720000000000001,0.575
5124,9285265,K03410.01,Kepler-1491 b,CONFIRMED,0.989,16.5860329,2.09,18.0,2,1.0,1.389,0.991
5126,5780930,K03412.01,Kepler-1492 b,CONFIRMED,1.0,16.7525077,3.65,27.2,1,1.0,1.802,0.955
5134,10881457,K03484.01,Kepler-1510 b,CONFIRMED,0.966,84.704139,4.17,63.72,1,1.0,1.634,1.271
5150,3433668,K03415.01,Kepler-1493 b,CONFIRMED,1.0,15.021978400000002,1.77,7.3,1,1.0,1.382,1.011
5152,7503885,K03417.01,Kepler-1494 b,CONFIRMED,1.0,91.078624,3.26,33.7,1,1.0,1.008,1.014
5153,3629330,K03418.01,Kepler-1495 b,CONFIRMED,0.67,85.272459,3.85,18.15,1,1.0,1.057,0.911
5165,11853878,K01833.03,Kepler-968 c,CONFIRMED,0.999,5.70940795,1.51,18.74,3,3.0,0.5720000000000001,0.575
5167,11810124,K03344.02,Kepler-1471 b,CONFIRMED,0.972,3.63898953,1.68,11.89,3,1.0,1.166,0.934
5168,11303322,K03345.01,Kepler-1472 b,CONFIRMED,1.0,38.13033239999999,1.54,37.6,1,1.0,1.106,1.148
5169,11241912,K03346.01,Kepler-1473 b,CONFIRMED,0.999,14.42735088,1.53,6.19,1,1.0,1.04,1.0
5172,9349757,K03348.01,Kepler-1474 b,CONFIRMED,0.94,36.43378670000001,2.2,62.6,2,1.0,1.099,0.938
5178,7703955,K01707.02,Kepler-315 c,CONFIRMED,0.995,265.47847,4.2,79.8,2,2.0,1.005,0.875
5191,8636333,K03349.01,Kepler-1475 b,CONFIRMED,0.967,82.175197,2.24,74.01,1,1.0,0.954,1.022
5195,8081239,K03352.01,Kepler-1476 b,CONFIRMED,0.998,10.35857039,1.68,31.09,1,1.0,1.02,1.005
5204,7517261,K03496.01,Kepler-1511 b,CONFIRMED,0.997,23.2385587,2.18,19.96,2,1.0,1.685,1.3330000000000002
5207,8424002,K03497.01,Kepler-1512 b,CONFIRMED,1.0,20.35971899,0.8,31.3,1,1.0,0.344,0.34600000000000003
5214,10657406,K01837.02,Kepler-969 c,CONFIRMED,1.0,1.682934607,1.06,5.16,2,2.0,0.8340000000000001,0.948
5216,7091432,K03353.01,Kepler-1477 b,CONFIRMED,1.0,11.55532445,1.7,8.7,1,1.0,0.8029999999999999,0.755
5220,6368230,K03356.01,Kepler-1478 b,CONFIRMED,0.996,26.0841212,1.35,32.8,1,1.0,0.835,0.933
5223,9027909,K03428.01,Kepler-1496 b,CONFIRMED,0.988,64.6589166,2.12,64.75,1,1.0,1.395,1.054
5226,9230021,K03429.02,Kepler-1497 b,CONFIRMED,0.993,8.74192361,1.94,16.02,4,1.0,1.145,0.95
5230,8552719,K01792.03,Kepler-953 c,CONFIRMED,0.991,9.10969334,1.32,8.76,3,2.0,1.073,1.026
5242,6619815,K03361.01,Kepler-1696 b,CONFIRMED,0.484,65.94078689999999,2.33,62.6,1,1.0,0.96,1.047
5245,11651712,K03363.01,Kepler-1479 b,CONFIRMED,0.997,14.53260546,1.69,46.34,1,1.0,0.932,1.019
5246,9896558,K01718.02,Kepler-937 c,CONFIRMED,0.992,153.348739,2.14,94.5,2,2.0,1.08,0.964
5250,8738775,K03432.01,Kepler-1498 b,CONFIRMED,0.996,48.0506878,2.36,45.8,1,1.0,1.453,0.932
5258,3728432,K03893.01,Kepler-1526 b,CONFIRMED,1.0,3.90863457,1.86,17.21,1,1.0,0.653,0.639
5259,6696580,K02092.03,Kepler-359 d,CONFIRMED,0.7829999999999999,77.086191,29.77,35.1,3,3.0,1.0490000000000002,1.107
5265,9892816,K01955.03,Kepler-342 e,CONFIRMED,1.0,1.644221032,1.18,1.825,4,3.0,1.369,1.247
5269,5384079,K02011.02,Kepler-348 c,CONFIRMED,0.947,17.2653659,1.16,26.48,2,2.0,1.402,1.259
5279,11709124,K00435.03,Kepler-154 b,CONFIRMED,0.884,33.0405509,2.36,69.6,6,5.0,0.971,0.895
5283,9480535,K03901.01,Kepler-1527 b,CONFIRMED,0.998,160.130899,6.67,59.3,1,1.0,1.759,1.283
5297,3128552,K02055.02,Kepler-1073 c,CONFIRMED,0.986,4.02582434,1.79,11.14,4,2.0,1.116,0.924
5310,9892816,K01955.04,Kepler-342 c,CONFIRMED,0.993,26.2347447,2.76,14.63,4,4.0,1.369,1.247
5311,4150804,K03678.01,Kepler-1513 b,CONFIRMED,1.0,160.88451966,9.09,117.7,1,1.0,1.044,0.818
5313,9025971,K03680.01,Kepler-1657 b,CONFIRMED,0.999,141.2415405,11.49,174.95,1,1.0,1.017,0.941
5314,2581316,K03681.01,Kepler-1514 b,CONFIRMED,0.86,217.83184293,11.17,84.956,2,1.0,1.167,1.21
5325,2581554,K03835.01,Kepler-1521 b,CONFIRMED,0.995,47.1484324,2.58,90.5,1,1.0,0.7340000000000001,0.746
5330,9761615,K03911.01,Kepler-1528 b,CONFIRMED,1.0,1.79110997,1.29,6.642,1,1.0,0.999,1.07
5333,2581316,K03681.02,Kepler-1514 c,CONFIRMED,0.994,10.51421162,1.25,10.4,2,2.0,1.167,1.21
5335,10795103,K03683.01,Kepler-1515 b,CONFIRMED,1.0,214.3120439,9.17,106.6907,1,1.0,1.357,1.3030000000000002
5338,8494410,K03685.02,Kepler-1516 b,CONFIRMED,1.0,7.259322599999999,1.57,8.57,2,2.0,0.987,0.938
5355,5784777,K03916.01,Kepler-1529 b,CONFIRMED,1.0,5.33905606,1.9,25.46,1,1.0,0.7040000000000001,0.6759999999999999
5357,6949061,K01960.02,Kepler-343 c,CONFIRMED,0.992,23.2218115,2.42,28.8,2,2.0,1.374,1.054
5363,7102316,K02028.03,Kepler-351 d,CONFIRMED,0.985,142.545,2.52,127.83,3,3.0,0.846,0.91
5364,11518142,K03762.01,Kepler-1519 b,CONFIRMED,0.999,240.7990472,10.31,93.8,1,1.0,1.385,1.029
5376,10788461,K03925.02,Kepler-1530 b,CONFIRMED,1.0,2.5903958,2.55,6.82,3,2.0,1.3030000000000002,1.015
5377,10788461,K03925.03,Kepler-1530 c,CONFIRMED,0.999,5.3235335,2.69,9.42,3,3.0,1.3030000000000002,1.015
5396,12784167,K03848.01,Kepler-1522 b,CONFIRMED,1.0,1.847892736,1.51,7.608,1,1.0,0.8420000000000001,0.937
5405,11253711,K01972.02,Kepler-1031 b,CONFIRMED,1.0,1.226223959,1.0,4.388,2,2.0,1.34,0.92
5425,11709124,K00435.04,Kepler-154 e,CONFIRMED,1.0,3.93276627,1.5,9.67,6,4.0,0.971,0.895
5426,8505920,K02094.02,Kepler-1090 b,CONFIRMED,0.998,198.680859,2.79,128.9,2,2.0,1.013,0.8690000000000001
5446,4242692,K03928.01,Kepler-1531 b,CONFIRMED,0.997,1.138548215,1.45,3.51,1,1.0,1.713,1.094
5451,6105462,K02098.02,Kepler-1093 c,CONFIRMED,0.977,89.7224125,2.21,43.4,2,2.0,1.262,1.011
5467,4164922,K03864.01,Kepler-1698 b,CONFIRMED,1.0,1.210693626,0.99,5.33,2,1.0,0.7559999999999999,0.7559999999999999
5470,10328393,K01905.03,Kepler-332 d,CONFIRMED,0.998,34.211502200000005,1.15,53.58,3,3.0,0.721,0.774
5487,5437945,K03791.01,Kepler-460 b,CONFIRMED,0.0,440.7843755,7.23,148.7,2,1.0,1.393,1.031
5492,9353742,K03867.01,Kepler-1523 b,CONFIRMED,1.0,0.938750221,1.46,5.397,1,1.0,0.8859999999999999,0.964
5500,9101496,K01915.02,Kepler-335 c,CONFIRMED,0.8079999999999999,67.844689,2.65,41.6,2,2.0,1.812,1.212
5501,11450414,K01992.02,Kepler-347 c,CONFIRMED,1.0,27.3214242,3.61,12.22,3,2.0,1.4509999999999998,1.0
5507,12557548,K03794.01,Kepler-1520 b,CONFIRMED,0.7609999999999999,0.65355361,22.95,1.947,1,1.0,0.66,0.6659999999999999
5508,3657758,K02034.02,Kepler-1065 c,CONFIRMED,1.0,2.3702932,1.29,11.03,2,2.0,0.868,0.963
5517,9517393,K02076.02,Kepler-1085 b,CONFIRMED,1.0,219.3215562,6.11,138.6,2,1.0,1.012,1.117
5541,4472818,K03878.01,Kepler-1524 b,CONFIRMED,0.982,70.9672087,2.84,67.7,2,1.0,0.986,1.032
5546,9411166,K01922.03,Kepler-1016 c,CONFIRMED,1.0,105.65526509999998,4.22,83.0,3,2.0,1.136,1.01
5550,12154526,K02004.02,Kepler-1047 c,CONFIRMED,1.0,3.18899015,0.98,7.72,3,2.0,1.176,1.071
5557,8804845,K02039.02,Kepler-1067 b,CONFIRMED,0.994,0.762132307,0.75,4.47,2,2.0,0.934,0.981
5571,7515679,K03728.01,Kepler-1517 b,CONFIRMED,0.0,5.546083089,22.27,8.46,1,1.0,4.037,2.0540000000000003
5583,9351316,K02078.02,Kepler-1086 c,CONFIRMED,1.0,161.515617,2.88,196.22,2,2.0,0.6409999999999999,0.6509999999999999
5591,5202905,K01932.02,Kepler-340 b,CONFIRMED,0.636,14.8444836,2.49,18.65,2,2.0,1.846,1.421
5610,11760860,K03892.01,Kepler-1525 b,CONFIRMED,1.0,2.41660149,0.92,9.461,1,1.0,1.026,1.069
5613,12735740,K03663.01,Kepler-86 b,CONFIRMED,0.963,282.5253558,8.98,212.2,1,1.0,0.913,0.974
5624,8552719,K01792.01,Kepler-953 b,CONFIRMED,0.927,88.40678718,4.55,48.9,3,1.0,1.073,1.026
5638,3732035,K03966.01,Kepler-1535 b,CONFIRMED,0.994,138.944022,2.57,100.3,1,1.0,1.115,1.044
5648,8832512,K01821.01,Kepler-963 b,CONFIRMED,1.0,9.97682072,2.85,22.47,1,1.0,0.928,0.821
